Customer_ID,Customer_Name,Gender,Age,Mobile,City,Region,Customer_Type,Loyalty_Points,Registration_Date
65,Veda Bhatia,Female,85,3954132305,Vadodara,Gujarat,Hospital,1836,2023-05-26
66,Zayyan Deshmukh,Male,72,2634800521,Indore,Madhya Pradesh,Retail,5387,2026-05-24
67,Sathvik Parmar,Male,50,4412101252,Indore,Madhya Pradesh,Retail,2580,2022-03-06
68,Jyoti Natt,Female,69,2636056785,Rajkot,Gujarat,Hospital,9395,2024-10-25
69,Dev Radhakrishnan,Male,74,6349811899,Delhi,Delhi,Clinic,481,2024-11-27
70,Nirja Dayal,Female,68,3767153051,Vadodara,Gujarat,Clinic,877,2022-02-12
71,Qushi Khosla,Female,69,6302222621,Mumbai,Maharashtra,Hospital,6752,2021-07-27
72,Aachal Char,Female,60,3603652244,Pune,Maharashtra,Clinic,1333,2026-05-12
73,Mohammed Saha,Male,42,7646264978,Indore,Madhya Pradesh,Hospital,6267,2024-03-25
74,Joshua Sachar,Male,77,1887842351,Pune,Maharashtra,Clinic,7639,2022-03-01
75,Zehaan Ramakrishnan,Male,20,1472815238,Surat,Gujarat,Hospital,3547,2021-09-09
76,Nidhi Kaul,Female,30,6339384849,Rajkot,Gujarat,Hospital,9137,2024-10-06
77,Atharv Bhalla,Male,42,3854075270,Mumbai,Maharashtra,Hospital,2258,2026-05-28
78,Kevin Thakkar,Male,73,0506326726,Bengaluru,Karnataka,Hospital,4156,2025-05-08
79,Shaurya Bhatti,Male,44,0053987699,Delhi,Delhi,Retail,5738,2021-12-01
80,Alexander Dubey,Male,26,4410905416,Delhi,Delhi,Clinic,7946,2022-09-18
81,Urmi Bali,Female,52,1393033290,Delhi,Delhi,Clinic,7541,2022-07-14
82,Lohit Narayanan,Male,62,3293157233,Surat,Gujarat,Retail,6627,2021-12-15
83,Ria Master,Female,24,0417829954,Vadodara,Gujarat,Retail,8183,2023-08-30
84,Idika Kaul,Female,55,1719270263,Delhi,Delhi,Retail,170,2024-10-17
85,Irya Chawla,Female,77,5462394750,Indore,Madhya Pradesh,Retail,6004,2022-07-27
86,Timothy Thakkar,Male,66,3310016169,Indore,Madhya Pradesh,Clinic,7254,2026-04-11
87,Gabriel Dash,Male,81,3148841294,Mumbai,Maharashtra,Clinic,2185,2022-06-01
88,Aarini Chawla,Female,56,7090351341,Indore,Madhya Pradesh,Retail,4226,2023-08-25
89,Yachana Dada,Female,60,9925639337,Mumbai,Maharashtra,Clinic,5114,2023-07-01
90,Bhanumati Sharaf,Female,29,6738680864,Indore,Madhya Pradesh,Clinic,3450,2023-01-18
91,Kashvi Gala,Female,85,1048266902,Bengaluru,Karnataka,Retail,8268,2021-09-20
92,Gavin Dugar,Male,23,5168921643,Mumbai,Maharashtra,Retail,7496,2021-10-27
93,Hritik Subramaniam,Male,53,7004689836,Indore,Madhya Pradesh,Retail,1833,2024-03-02
94,Gabriel Mistry,Male,64,8182050994,Jaipur,Rajasthan,Retail,5216,2024-07-05
95,Bhavna Krish,Female,60,9550390350,Surat,Gujarat,Hospital,5942,2024-07-23
96,Sathvik Bir,Male,74,2883144574,Delhi,Delhi,Hospital,7554,2024-04-14
97,Chandresh Reddy,Male,45,6979460400,Delhi,Delhi,Hospital,5344,2022-08-12
98,Peter Menon,Male,48,0154224478,Surat,Gujarat,Hospital,3105,2023-01-02
99,Yochana Shroff,Female,63,6161821567,Vadodara,Gujarat,Retail,2218,2023-07-17
100,Wyatt Bahri,Male,66,8563910240,Mumbai,Maharashtra,Hospital,5607,2025-06-04
101,Krishna Sankar,Female,82,9664042403,Bengaluru,Karnataka,Clinic,5250,2023-03-01
102,Ikshita Nayar,Female,27,9200136164,Mumbai,Maharashtra,Hospital,5055,2026-06-14
103,Ucchal Sachar,Female,40,1372876749,Delhi,Delhi,Hospital,5799,2022-09-20
104,Madhavi Joshi,Female,29,6048445396,Delhi,Delhi,Retail,5158,2025-09-22
105,Pavani Mangat,Female,21,3118487582,Vadodara,Gujarat,Retail,5747,2023-01-16
106,Wriddhish Setty,Male,27,4277068623,Pune,Maharashtra,Clinic,7150,2023-08-10
107,Ekalinga Majumdar,Male,59,6025893996,Indore,Madhya Pradesh,Retail,9742,2025-07-16
108,Nilima Keer,Female,54,0870830185,Indore,Madhya Pradesh,Hospital,2467,2024-07-12
109,Triya Naik,Female,43,9089706223,Pune,Maharashtra,Hospital,1557,2023-03-31
110,Michael Behl,Male,60,4611363693,Rajkot,Gujarat,Hospital,2316,2022-03-22
111,Rajeshri Hari,Female,50,5754278489,Pune,Maharashtra,Retail,5614,2024-04-05
112,Jairaj Keer,Male,48,3664240687,Rajkot,Gujarat,Clinic,767,2024-02-16
113,Falguni Wagle,Female,25,9506761177,Pune,Maharashtra,Retail,2907,2026-06-03
114,Ronith Naidu,Male,74,9498796628,Jaipur,Rajasthan,Hospital,2175,2026-01-24
115,Jagvi Chawla,Female,32,0616872562,Indore,Madhya Pradesh,Hospital,10000,2023-08-07
116,Idika Mistry,Female,24,1123331503,Rajkot,Gujarat,Hospital,7762,2025-03-10
117,Osha Barad,Female,58,3283370886,Bengaluru,Karnataka,Clinic,9790,2026-03-25
118,Jagdish Bumb,Male,83,0790613659,Bengaluru,Karnataka,Clinic,8121,2023-11-08
119,Yasti Warrior,Female,39,2077597774,Delhi,Delhi,Hospital,6324,2023-01-06
120,Nikita Bhavsar,Female,31,0615040392,Ahmedabad,Gujarat,Hospital,9688,2021-12-29
121,Azad Dixit,Male,82,0492065147,Surat,Gujarat,Retail,1267,2021-10-29
122,Suhani Krishnan,Female,76,2997514431,Mumbai,Maharashtra,Clinic,144,2023-12-01
123,Eiravati Patil,Female,62,4780295892,Surat,Gujarat,Retail,2836,2022-04-09
124,Sathvik Date,Male,72,6185654570,Vadodara,Gujarat,Clinic,1506,2021-11-15
125,Ekiya Gopal,Female,24,6848607023,Delhi,Delhi,Hospital,3957,2025-02-17
126,Jason Kohli,Male,35,4923873471,Delhi,Delhi,Clinic,497,2022-10-13
127,Abhiram Bawa,Male,25,8467805953,Indore,Madhya Pradesh,Retail,3270,2023-04-04
128,Jagdish Sem,Male,61,7087527594,Indore,Madhya Pradesh,Clinic,8658,2022-04-20
129,Michael Behl,Male,65,5886842124,Vadodara,Gujarat,Hospital,24,2024-05-01
130,Karan Shukla,Male,32,1894419891,Indore,Madhya Pradesh,Retail,1773,2025-04-16
131,Ishanvi Nagy,Female,24,7847556508,Rajkot,Gujarat,Clinic,3526,2023-12-08
132,Vansha Jha,Female,68,6826962965,Pune,Maharashtra,Clinic,8593,2024-09-10
133,Matthew Cherian,Male,31,8440050546,Indore,Madhya Pradesh,Retail,3445,2025-04-29
134,Yug Sem,Male,43,3678801164,Jaipur,Rajasthan,Hospital,5581,2024-03-13
135,Chaman Dasgupta,Female,72,0716929915,Vadodara,Gujarat,Retail,6523,2024-08-09
136,Manya Anne,Female,30,0780298676,Mumbai,Maharashtra,Clinic,1637,2025-07-14
137,Tripti Bhat,Female,54,6368582788,Mumbai,Maharashtra,Clinic,8010,2021-12-11
138,Deepa Dave,Female,71,7471195079,Rajkot,Gujarat,Clinic,2254,2022-07-23
139,Udarsh Goyal,Male,43,6489905054,Ahmedabad,Gujarat,Retail,3184,2025-09-10
140,Lopa Kala,Female,23,2475176258,Bengaluru,Karnataka,Clinic,2262,2025-08-11
141,Andrew Acharya,Male,78,9210032805,Mumbai,Maharashtra,Clinic,783,2021-12-13
142,Samar Majumdar,Male,58,9602534666,Vadodara,Gujarat,Retail,3209,2025-04-19
143,Gabriel Ranganathan,Male,41,3318671013,Vadodara,Gujarat,Retail,7600,2022-04-08
144,Bhanumati Pal,Female,38,8433420479,Rajkot,Gujarat,Hospital,4543,2024-12-01
145,Fariq Chand,Male,71,3671521946,Jaipur,Rajasthan,Clinic,552,2024-02-23
146,Hemal Pandey,Female,33,8569121479,Mumbai,Maharashtra,Clinic,4460,2022-11-26
147,Ranveer Varughese,Male,71,1474064440,Rajkot,Gujarat,Hospital,4284,2023-11-23
148,Ijaya Chana,Female,85,5148581543,Bengaluru,Karnataka,Clinic,3295,2025-02-18
149,Udyati Dube,Female,39,2679581651,Vadodara,Gujarat,Hospital,7446,2022-05-09
150,Kashvi Nazareth,Female,78,8735790483,Jaipur,Rajasthan,Clinic,4171,2023-01-09
151,Pratyush Bawa,Male,78,4156922183,Bengaluru,Karnataka,Hospital,3147,2022-08-21
152,Pooja Handa,Female,61,2585565972,Bengaluru,Karnataka,Hospital,1159,2026-05-09
153,Girindra Loyal,Male,78,8787379594,Pune,Maharashtra,Retail,9451,2025-10-31
154,Aarav Sem,Male,44,5043608307,Mumbai,Maharashtra,Clinic,4901,2023-06-14
155,Abhiram Kakar,Male,21,5132334182,Ahmedabad,Gujarat,Retail,5129,2022-04-23
156,Veer Ben,Male,50,5599049398,Pune,Maharashtra,Clinic,5617,2023-03-21
157,Ekta Gaba,Female,71,3744365361,Surat,Gujarat,Hospital,299,2026-02-25
158,Tara Sastry,Female,34,0727616824,Bengaluru,Karnataka,Retail,2466,2024-02-16
159,Yug Mahajan,Male,66,7955663217,Bengaluru,Karnataka,Clinic,1062,2023-07-20
160,Vasatika Dhillon,Female,28,4373653338,Mumbai,Maharashtra,Hospital,7844,2023-12-03
161,Ishaan Dayal,Male,56,3409675535,Vadodara,Gujarat,Retail,3324,2024-11-24
162,Panini Ghosh,Female,68,6317452718,Bengaluru,Karnataka,Clinic,6664,2023-05-18
163,Samarth Nath,Male,25,2812593448,Rajkot,Gujarat,Hospital,4086,2023-03-02
164,Charles Vyas,Male,68,5911358417,Bengaluru,Karnataka,Hospital,1956,2024-06-08
165,Hiral Bail,Female,68,7371579841,Jaipur,Rajasthan,Hospital,6224,2023-07-31
166,Vrinda Mangat,Female,48,1661074300,Rajkot,Gujarat,Retail,900,2026-06-13
167,Dominic Srivastava,Male,18,3840988556,Bengaluru,Karnataka,Retail,6344,2023-09-14
168,Bina Mane,Female,47,4767715598,Jaipur,Rajasthan,Clinic,4469,2025-08-23
169,Peter Singh,Male,83,8412482202,Pune,Maharashtra,Hospital,8518,2022-10-19
170,Anya Muni,Female,26,1465361210,Bengaluru,Karnataka,Clinic,7539,2026-01-31
171,Rohan Sur,Male,21,3650547007,Mumbai,Maharashtra,Retail,7840,2023-09-28
172,Abhimanyu Kothari,Male,36,1704974361,Vadodara,Gujarat,Retail,5270,2026-06-14
173,Gunbir Bhatt,Male,24,8994184989,Indore,Madhya Pradesh,Clinic,2373,2024-07-16
174,Sara Kumer,Female,29,2760691341,Surat,Gujarat,Clinic,2234,2022-06-04
175,Divya Dubey,Female,22,9729039993,Vadodara,Gujarat,Hospital,8379,2022-04-21
176,Omaja Peri,Female,24,1612415677,Delhi,Delhi,Clinic,5819,2023-04-26
177,Watika Comar,Female,64,9876961996,Surat,Gujarat,Retail,9979,2021-08-07
178,Yashawini Kaul,Female,53,5588590522,Pune,Maharashtra,Hospital,4636,2025-05-07
179,Sarthak Bhavsar,Male,23,9664958547,Ahmedabad,Gujarat,Hospital,7111,2025-11-21
180,Omkaar Bora,Male,24,8072253110,Pune,Maharashtra,Clinic,1257,2023-12-22
181,Yasti Dass,Female,71,7816837997,Jaipur,Rajasthan,Retail,2979,2021-11-01
182,Shaurya Brar,Male,23,8379158744,Bengaluru,Karnataka,Retail,9716,2021-09-17
183,Upma Handa,Female,55,4740822161,Vadodara,Gujarat,Retail,658,2022-12-17
184,Dalbir Madan,Male,46,5824240346,Bengaluru,Karnataka,Hospital,1037,2025-12-20
185,Baghyawati Sarkar,Female,26,7431148746,Surat,Gujarat,Retail,3823,2021-12-10
186,Gabriel Ramaswamy,Male,18,0386997703,Surat,Gujarat,Clinic,6640,2025-10-18
187,Pranav Shankar,Male,53,6775595270,Indore,Madhya Pradesh,Clinic,3624,2024-12-13
188,Harshil Behl,Male,84,4619334016,Indore,Madhya Pradesh,Clinic,6605,2022-01-19
189,Anvi Kata,Female,37,0787282062,Vadodara,Gujarat,Hospital,2123,2023-12-10
190,Leela Walla,Female,24,1925856154,Pune,Maharashtra,Clinic,2993,2026-04-18
191,Aashi Guha,Female,75,4641312233,Jaipur,Rajasthan,Retail,8119,2024-06-14
192,Omkaar Wali,Male,36,4476679617,Pune,Maharashtra,Retail,4117,2025-10-12
193,George Kari,Male,70,8028401746,Vadodara,Gujarat,Clinic,4102,2021-12-30
194,Upma Rajagopalan,Female,77,3829903664,Delhi,Delhi,Retail,6930,2025-01-23
195,Kashvi Dhingra,Female,46,3944855851,Mumbai,Maharashtra,Hospital,514,2024-06-19
196,Bimala Chada,Female,21,3172253590,Bengaluru,Karnataka,Hospital,4952,2022-03-27
197,Arjun Raj,Male,79,8453460061,Indore,Madhya Pradesh,Clinic,4287,2024-12-17
198,Gaurangi Palla,Female,77,2293202885,Rajkot,Gujarat,Clinic,7487,2022-03-10
199,Mekhala Desai,Female,77,0912139495,Indore,Madhya Pradesh,Clinic,4034,2021-12-30
200,Praneel Soman,Male,54,9774968222,Delhi,Delhi,Hospital,6878,2024-08-31
201,Oliver Kala,Male,49,4473640921,Indore,Madhya Pradesh,Clinic,6337,2023-07-05
202,Chakradhar Kakar,Male,77,8781043991,Jaipur,Rajasthan,Clinic,8540,2024-12-14
203,Sanaya Sidhu,Female,67,4650647831,Surat,Gujarat,Hospital,5943,2025-01-13
204,Lakshmi Ratta,Female,36,7446917637,Vadodara,Gujarat,Retail,2849,2023-09-16
205,Bhavya Sarma,Female,81,0131087072,Delhi,Delhi,Clinic,2828,2024-08-21
206,Vasana Krishnan,Female,58,3655193073,Mumbai,Maharashtra,Clinic,6634,2021-07-28
207,Arya Sachdev,Female,58,9759088310,Mumbai,Maharashtra,Clinic,188,2022-01-15
208,Gautami Saraf,Female,23,3037097078,Bengaluru,Karnataka,Retail,7450,2022-11-08
209,Luke Bhattacharyya,Male,19,5351038631,Surat,Gujarat,Hospital,5284,2025-06-02
210,Omya Gopal,Female,40,2852102754,Jaipur,Rajasthan,Clinic,5335,2025-07-26
211,Advik Ramaswamy,Male,79,9722378151,Indore,Madhya Pradesh,Hospital,3856,2022-12-12
212,Chaaya Tara,Female,20,6240028903,Surat,Gujarat,Hospital,497,2022-03-07
213,Zinal Manda,Female,35,2550024433,Delhi,Delhi,Clinic,839,2025-04-26
214,Ekaraj Konda,Male,69,4620510943,Pune,Maharashtra,Hospital,81,2022-07-27
215,Kashish Ravi,Female,44,0977875764,Bengaluru,Karnataka,Retail,5367,2025-11-29
216,Andrew Baral,Male,56,5509701471,Pune,Maharashtra,Hospital,9308,2025-01-08
217,Bhavna Pingle,Female,53,3251215851,Delhi,Delhi,Retail,8252,2022-03-22
218,Azaan Pillai,Male,64,0029522805,Bengaluru,Karnataka,Retail,5925,2022-07-05
219,Krisha Mangal,Female,48,7746287274,Vadodara,Gujarat,Clinic,3685,2023-04-10
220,Tanay Ghosh,Male,77,0431677021,Bengaluru,Karnataka,Retail,6519,2023-01-27
221,Ishita Venkataraman,Female,44,4445107857,Bengaluru,Karnataka,Clinic,2648,2024-01-02
222,Aarav Saran,Male,78,4716018155,Jaipur,Rajasthan,Clinic,5927,2022-10-24
223,Girindra De,Male,41,3018675943,Rajkot,Gujarat,Hospital,108,2025-05-17
224,Ansh Master,Male,45,7067155067,Rajkot,Gujarat,Retail,1374,2021-11-14
225,Edhitha Nagi,Female,41,9629727967,Rajkot,Gujarat,Hospital,6478,2025-03-21
226,Zaid Aurora,Male,64,2222547301,Ahmedabad,Gujarat,Retail,4994,2021-08-08
227,Anay Mangal,Male,64,8348926496,Bengaluru,Karnataka,Hospital,6233,2023-07-15
228,Peter Dash,Male,77,8641161565,Surat,Gujarat,Retail,2341,2024-08-11
229,Yahvi Khosla,Female,52,6389869165,Surat,Gujarat,Retail,7925,2025-12-15
230,Laksh Bhatia,Male,55,8778531401,Indore,Madhya Pradesh,Hospital,445,2022-05-25
231,Akshay Bhargava,Male,71,5405616834,Surat,Gujarat,Retail,3052,2023-04-11
232,Falguni Chadha,Female,43,3563208445,Delhi,Delhi,Retail,5532,2023-12-05
233,Eiravati Comar,Female,37,5334375181,Ahmedabad,Gujarat,Retail,5749,2022-08-05
234,Madhavi Dash,Female,42,2413978889,Surat,Gujarat,Retail,3642,2023-03-13
235,Rachit Borde,Male,33,5237837964,Pune,Maharashtra,Hospital,1697,2026-02-22
236,Kashish Butala,Female,82,4940407774,Surat,Gujarat,Clinic,2222,2025-03-20
237,Sanya Sha,Female,72,9502076924,Vadodara,Gujarat,Clinic,3211,2023-07-09
238,Eshana Buch,Female,20,3729538143,Indore,Madhya Pradesh,Retail,5578,2021-10-30
239,Samarth Ratti,Male,24,2114116626,Surat,Gujarat,Retail,8081,2022-10-26
240,Ira Khurana,Female,79,0326521369,Pune,Maharashtra,Clinic,4832,2025-02-10
241,Anvi Ganguly,Female,37,6702464442,Surat,Gujarat,Clinic,1882,2022-04-27
242,Pranav Rastogi,Male,36,8999809730,Surat,Gujarat,Hospital,2552,2025-02-19
243,Shravya Sahni,Female,34,3407861491,Bengaluru,Karnataka,Retail,3746,2021-10-16
244,Madhav Rajagopal,Male,29,6606112566,Pune,Maharashtra,Retail,7160,2022-12-24
245,Gabriel Malhotra,Male,22,9424059562,Jaipur,Rajasthan,Hospital,7031,2025-11-21
246,Meghana Merchant,Female,62,4319845304,Indore,Madhya Pradesh,Retail,8634,2025-01-09
247,Oscar Goswami,Male,34,2989318686,Ahmedabad,Gujarat,Clinic,6192,2021-09-11
248,Theodore Handa,Male,46,0306045566,Jaipur,Rajasthan,Clinic,4395,2021-11-02
249,Devansh Vora,Male,83,0891469072,Surat,Gujarat,Clinic,2904,2022-10-23
250,Jason Cheema,Male,27,0319094958,Bengaluru,Karnataka,Clinic,5139,2025-03-24
251,Hritik Shanker,Male,48,6944593862,Indore,Madhya Pradesh,Retail,7460,2021-11-24
252,Rajata Modi,Female,31,6300329341,Delhi,Delhi,Hospital,3802,2023-08-20
253,Neel Deo,Male,31,7552168484,Pune,Maharashtra,Hospital,298,2024-03-13
254,Advik Chopra,Male,63,1402984133,Mumbai,Maharashtra,Clinic,3941,2025-11-27
255,Kamya Hayer,Female,47,3413144926,Jaipur,Rajasthan,Retail,2290,2025-01-18
256,Qasim Taneja,Male,39,2757647979,Vadodara,Gujarat,Hospital,2474,2024-03-03
257,Kabir Sinha,Male,72,6707004059,Mumbai,Maharashtra,Hospital,121,2024-09-28
258,Jatin Nagy,Male,18,9427058881,Jaipur,Rajasthan,Clinic,1572,2024-06-10
259,Wazir Sabharwal,Male,73,5885134215,Rajkot,Gujarat,Retail,3157,2023-01-12
260,Indira Prabhakar,Female,37,3717155348,Pune,Maharashtra,Retail,4397,2025-06-17
261,Meghana Kumar,Female,47,3617277000,Mumbai,Maharashtra,Clinic,5069,2021-09-06
262,Raagini Bail,Female,71,7304005695,Bengaluru,Karnataka,Hospital,7922,2026-01-09
263,Shivani Palan,Female,68,9154422866,Mumbai,Maharashtra,Retail,6888,2024-07-15
264,Ekanta Raju,Female,76,8609726780,Bengaluru,Karnataka,Clinic,6959,2023-11-24
265,Aishani Balakrishnan,Female,27,8261830190,Indore,Madhya Pradesh,Clinic,129,2021-08-17
266,Ojasvi Dua,Female,76,8125058318,Jaipur,Rajasthan,Clinic,1471,2025-11-28
267,Netra Mammen,Female,53,1592376472,Indore,Madhya Pradesh,Retail,3580,2023-02-17
268,Yashoda Mody,Female,46,9595542135,Surat,Gujarat,Retail,7100,2024-06-14
269,Sai Pillai,Male,42,7397051244,Indore,Madhya Pradesh,Clinic,6388,2022-07-03
270,Balveer Sekhon,Male,57,4659415162,Surat,Gujarat,Hospital,2316,2022-11-06
271,Wridesh Palan,Male,41,6079766168,Pune,Maharashtra,Retail,9058,2023-04-05
272,Jeet Deshpande,Male,22,9784413404,Jaipur,Rajasthan,Hospital,8952,2024-04-06
273,Nirja Sarna,Female,38,6990401840,Rajkot,Gujarat,Clinic,6529,2025-07-04
274,Avi Chada,Male,47,7706473577,Rajkot,Gujarat,Clinic,4178,2026-04-28
275,Bhavika Desai,Female,51,3806811482,Bengaluru,Karnataka,Retail,418,2025-02-15
276,Alka Cheema,Female,24,3388502304,Indore,Madhya Pradesh,Retail,8038,2023-05-11
277,Aarav Ramaswamy,Male,59,4039689722,Indore,Madhya Pradesh,Hospital,759,2025-12-04
278,Rajata Balakrishnan,Female,41,2099452228,Pune,Maharashtra,Hospital,780,2024-03-26
279,Wridesh Subramanian,Male,50,6230524134,Pune,Maharashtra,Clinic,7281,2025-12-27
280,Mitali Misra,Female,50,2451000406,Indore,Madhya Pradesh,Retail,5257,2021-11-30
281,Jackson Bains,Male,46,1520734670,Jaipur,Rajasthan,Retail,6274,2024-10-05
282,Sai Puri,Female,72,1705032515,Vadodara,Gujarat,Clinic,4859,2025-07-15
283,Balhaar Bhatt,Male,24,3407318359,Vadodara,Gujarat,Hospital,1086,2024-04-21
284,Sai Deep,Male,21,8135137397,Ahmedabad,Gujarat,Hospital,3505,2023-06-06
285,Sudiksha Sandhu,Female,60,3168336599,Jaipur,Rajasthan,Retail,119,2023-06-26
286,Aadi Divan,Male,20,7892015347,Rajkot,Gujarat,Clinic,8681,2023-05-03
287,Veer Minhas,Male,21,3012383138,Vadodara,Gujarat,Hospital,4182,2023-04-23
288,Benjamin Chhabra,Male,20,3600661378,Ahmedabad,Gujarat,Hospital,4510,2022-01-08
289,Krish Sood,Male,41,9852621110,Jaipur,Rajasthan,Hospital,146,2026-06-06
290,Bakhshi Goel,Male,38,0486248640,Rajkot,Gujarat,Clinic,7141,2021-10-01
